x,y,z
65.31678284347306,300.38648809790834,a
88.7466424709286,340.0019828432665,a
-5.285424123601764,359.08510272841613,a
21.96834116381411,386.87490371775016,a
39.531215814699365,366.75701749622294,a
2.1810260006885756,380.8828257286726,a
72.8342698574441,377.67558224485435,a
52.824520820247166,418.0308782438953,a
64.44855264435554,403.9622709783284,a
18.95354528098222,398.315825891763,a
2.660389691814494,453.3644034071151,a
21.573869202410705,403.4528728543396,a
34.975573431411775,394.02493035768674,a
46.72124356313151,411.50037340534817,a
58.72289139097675,396.08966671553253,a
49.757219414490415,444.2854462877173,a
62.76791930596455,439.1772953561117,a
31.277406983125434,390.4674469694963,a
25.906145490493603,420.58390337506245,a
41.71530350247498,440.8822852741379,a
87.34570743646371,449.25836322816826,a
72.95028244783009,446.35701389104395,a
65.51316299581126,479.7487733335394,a
47.402396591688756,467.55205776521774,a
80.48005375532068,463.6037164390245,a
50.55713070604395,446.7572788012502,a
73.66501804948011,465.978900572416,a
39.66526049623277,455.90597317162127,a
131.25687589452846,492.98871824880763,a
100.40083756973995,454.32539982939886,a
104.99934264041319,434.4326571625513,a
98.67260909692067,445.5655838599891,a
63.76528128875789,476.50520371462056,a
48.02549266940903,409.40474070796984,a
118.78680545518753,421.92528292607824,a
79.4417378395721,447.6886709873137,a
130.9531044164233,435.14023250175194,a
88.80885878978732,445.8132440557511,a
118.25019879106476,409.8865098713661,a
106.64684453647394,447.2457038841147,a
107.39389645003943,435.49373449146555,a
177.14137161153587,373.41404920646715,a
152.79141969686168,381.7528457757109,a
132.13903060879687,345.68154158070513,a
150.73015301673408,422.3110714416755,a
167.86703900141342,362.84416902667374,a
156.00695995359604,403.24689530954583,a
158.61339055810492,425.5305680386725,a
158.27643433619428,403.14525783757244,a
179.44145809090986,419.9696347361029,a
115.10027459298321,414.6735767015474,a
171.68178919328858,390.32696003392675,a
181.38086761000108,367.0868528545128,a
155.34126576756753,386.55776168583355,a
113.95002674937763,373.42795470272813,a
167.3163255803833,343.8529737021699,a
181.24285701076073,390.1628736788873,a
131.21417566301372,393.8933060711044,a
138.58907692360157,431.1777906407036,a
138.0390949712253,364.868036131664,a
149.49645040458867,347.1074929704322,a
126.54677173259523,359.2479720626563,a
160.57370839669272,344.5336982052602,a
146.99208815943987,412.94050190487803,a
188.94846600930032,395.16956587414836,a
150.77430063669578,400.7647995985312,a
174.94319888757005,414.9006752454625,a
204.81641923057958,360.2543674256749,a
183.6020132101907,417.3521195801703,a
191.35474353545345,390.78574174073674,a
202.0142010309712,379.26698772731186,a
200.1861766980714,372.83755426754885,a
159.8927322589049,377.2767212960065,a
217.5321532868861,402.37807318991804,a
238.203444401095,445.2954708074148,a
262.29711283261474,399.08577418138424,a
233.5650732043309,442.96718769378276,a
269.5405252879349,419.75907524575734,a
233.2237590270612,392.99156550834437,a
268.9454597609553,422.5184015206479,a
247.3378510103554,404.5784448735011,a
236.5270087514215,465.6680524384783,a
242.93788772185394,459.72693570293154,a
295.4571651658721,422.21591230338566,a
277.9300621435237,459.4568474350817,a
273.4378924158314,429.4857021463658,a
248.0526158255949,440.55086192935573,a
263.68535251319344,445.789007414013,a
276.8159910631185,431.64323228109663,a
277.9797088763571,390.4560111356035,a
321.05508840420964,416.1783145109238,a
310.2650684357892,394.1033108317302,a
318.73152439668434,459.50055022813183,a
303.4452047225491,386.5609959299638,a
288.6541394610229,403.195797144212,a
331.5386357161943,409.43110453872504,a
308.7671093623419,438.04000329843745,a
315.2909142664744,463.094541452334,a
322.03104494379113,436.58292456228514,a
324.6881274154312,374.6323952212046,a
295.82653421514226,341.5305164927909,a
